0,1
1,0
2,1
3,0
4,1
5,0
6,1
7,0
8,1
9,0
10,1
11,0
12,1
13,0
14,1
15,0
16,1
17,0
18,1
19,0
20,1
21,0
22,2
23,1
24,0
25,1
26,2
27,0
28,1
29,0
30,1
31,2
32,0
33,1
34,0
35,1
36,0
37,1
38,0
39,1
40,0
41,1
42,0
43,1
44,1
45,0
46,1
47,0
48,1
49,0
50,1
51,0
52,1
53,2
54,0
55,1
56,2
57,0
58,2
59,1
60,0
61,1
62,2
63,1
64,0
65,1
66,0
67,1
68,0
69,1
70,0
71,1
72,0
73,1
74,0
75,1
76,1
77,0
78,1
79,0
80,2
81,1
82,0
83,1
84,2
85,1
86,2
87,0
88,1
89,0
90,1
91,0
92,1
93,0
94,0
95,1
96,2
97,0
98,1
99,0
100,1
101,2
102,1
103,0
104,1
105,0
106,1
107,0
108,1
109,0
110,1
111,0
112,1
113,0
114,1
115,0
116,2
117,1
118,0
119,1
120,1
121,2
122,0
123,2
124,1
125,0
126,1
127,0
128,1
129,0
130,1
131,0
132,1
133,2
134,0
135,1
136,0
137,2
138,1
139,0
140,1
141,2
142,0
143,2
144,1
145,0
146,1
147,2
148,0
149,2
150,1
151,0
152,1
153,0
154,1
155,0
156,1
157,1
158,1
159,2
160,0
161,1
162,0
163,1
164,0
165,1
166,0
167,1
168,2
169,0
170,1
171,1
172,0
173,1
174,2
175,1
176,0
177,1
178,0
179,1
180,1
181,0
182,1
183,0
184,1
185,1
186,2
187,0
188,1
189,0
190,1
191,1
192,0
193,1
194,0
195,1
196,2
197,1
198,0
199,1
200,0
201,1
202,0
203,1
204,1
205,1
206,0
207,1
208,2
209,1
210,1
211,0
212,1
213,0
214,1
215,1
216,2
217,0
218,1
219,1
220,1
221,0
222,2
223,0
224,1
225,1
226,2
227,1
228,0
229,1
230,1
231,0
232,1
233,0
234,1
235,0
236,1
237,1
238,0
239,1
240,0
241,1
242,0
243,1
244,1
245,0
246,1
247,2
248,1
249,0
250,1
251,1
252,2
253,1
254,0
255,1
256,1
257,0
258,2
259,1
260,0
261,1
262,0
263,1
264,0
265,1
266,1
267,1
268,2
269,1
270,0
271,1
272,0
273,1
274,0
275,1
276,2
277,1
278,0
279,1
280,1
281,1
282,2
283,1
284,0
285,1
286,1
287,0
288,1
289,0
290,1
291,0
292,1
293,0
294,1
295,0
296,0
297,1
298,1
299,1
300,1
301,0
302,0
303,1
304,0
305,1
306,0
